"Date","PrevHoldings","PrevHoldings_Pct","PrevCash","TodayClosingHoldings","TodayClosingCash"
"2021-09-03","20799122.13","2.08","0.00","20681194.30","0.00"
"2021-09-06","20947275.89","2.09","0.00","20598716.79","0.00"
"2021-09-07","20680469.09","2.07","0.00","20064512.32","0.00"
"2021-09-08","20598686.46","2.06","0.00","20159873.52","0.00"
"2021-09-09","20065269.88","2.01","0.00","20388360.70","0.00"
"2021-09-10","20159422.45","2.02","0.00","20240932.82","0.00"
"2021-09-13","20388357.16","2.04","0.00","20160186.63","0.00"
"2021-09-14","20240838.77","2.02","0.00","20097972.71","0.00"
"2021-09-15","20159143.07","2.02","0.00","20168869.23","0.00"
"2021-09-16","20097259.32","2.01","0.00","20436108.03","0.00"
"2021-09-17","20168993.68","2.02","0.00","20435345.91","0.00"
"2021-09-20","20435345.91","2.04","0.00","20435607.30","0.00"
"2021-09-21","20435607.30","2.04","0.00","20047812.06","0.00"
"2021-09-22","20435530.91","2.04","0.00","20244464.46","0.00"
"2021-09-23","20047485.24","2.00","0.00","20542286.55","0.00"
"2021-09-24","20244861.58","2.02","0.00","20341498.15","0.00"
"2021-09-27","20541791.59","2.05","0.00","20285726.01","0.00"
"2021-09-28","20341191.86","2.03","0.00","19779668.56","0.00"
"2021-09-29","20285835.31","2.03","0.00","19999818.21","0.00"
"2021-09-30","19780242.38","1.98","0.00","19118173.92","0.00"
"2021-10-01","19999487.39","2.00","0.00","18809526.10","0.00"
"2021-10-04","19117673.39","1.91","0.00","19103101.48","0.00"
"2021-10-05","18808858.27","1.88","0.00","18883562.60","0.00"
"2021-10-06","19102561.36","1.91","0.00","19363235.43","0.00"
"2021-10-07","18883479.67","1.89","0.00","19232816.46","0.00"
"2021-10-08","19363088.53","1.94","0.00","19232816.75","0.00"
"2021-10-11","19232816.75","1.92","0.00","18873546.37","0.00"
"2021-10-12","19232883.35","1.92","0.00","18447635.48","0.00"
"2021-10-13","18873556.95","1.89","0.00","18586079.00","0.00"
"2021-10-14","18447839.49","1.84","0.00","18920233.94","0.00"
"2021-10-15","18586066.03","1.86","0.00","18813669.13","0.00"
"2021-10-18","18920458.95","1.89","0.00","19006882.96","0.00"
"2021-10-19","18813719.11","1.88","0.00","19114245.56","0.00"
"2021-10-20","19006262.43","1.90","0.00","19068889.94","0.00"
"2021-10-21","19114391.60","1.91","0.00","19084206.20","0.00"
"2021-10-22","19068174.79","1.91","0.00","19282670.75","0.00"
"2021-10-25","19083776.51","1.91","0.00","19328694.03","0.00"
"2021-10-26","19282679.44","1.93","0.00","19605292.08","0.00"
"2021-10-27","19328638.61","1.93","0.00","19686656.15","0.00"
"2021-10-28","19606112.26","1.96","0.00","19686025.15","0.00"
"2021-10-29","19686904.65","1.97","0.00","20058545.87","0.00"
"2021-11-01","19685780.33","1.97","0.00","19921420.59","0.00"
"2021-11-02","20058230.77","2.01","0.00","20155477.79","0.00"
"2021-11-03","19921337.06","1.99","0.00","20162860.84","0.00"
"2021-11-04","20155903.60","2.02","0.00","20290032.91","0.00"
"2021-11-05","20163108.29","2.02","0.00","20509405.32","0.00"
"2021-11-08","20290243.43","2.03","0.00","20569249.33","0.00"
"2021-11-09","20508631.38","2.05","0.00","20617425.65","0.00"
"2021-11-10","20569067.59","2.06","0.00","20474810.84","0.00"
"2021-11-11","20617185.73","2.06","0.00","20658772.34","0.00"
"2021-11-12","20474093.41","2.05","0.00","20978989.32","0.00"
"2021-11-15","20659183.28","2.07","0.00","20975456.11","0.00"
"2021-11-16","20978768.52","2.10","0.00","21092480.84","0.00"
"2021-11-17","20975038.60","2.10","0.00","21103430.25","0.00"
"2021-11-18","21092350.05","2.11","0.00","21082259.14","0.00"
"2021-11-19","21104170.54","2.11","0.00","21265179.55","0.00"
"2021-11-22","21082722.55","2.11","0.00","21273831.20","0.00"
"2021-11-23","21266027.79","2.13","0.00","21359317.83","0.00"
"2021-11-24","21274322.30","2.13","0.00","21366493.19","0.00"
"2021-11-25","21359281.70","2.14","0.00","20896180.97","0.00"
"2021-11-26","21366206.06","2.14","0.00","20873656.63","0.00"
"2021-11-29","20896750.09","2.09","0.00","21159295.61","0.00"
"2021-11-30","20874001.24","2.09","0.00","21628796.42","0.00"
"2021-12-01","21159845.36","2.12","0.00","21549855.02","0.00"
"2021-12-02","21628448.38","2.16","0.00","21831260.22","0.00"
"2021-12-03","21549401.34","2.15","0.00","21869444.87","0.00"
"2021-12-06","21830639.07","2.18","0.00","21984149.29","0.00"
"2021-12-07","21869287.21","2.19","0.00","22013611.55","0.00"
"2021-12-08","21985189.77","2.20","0.00","22024310.13","0.00"
"2021-12-09","22013684.20","2.20","0.00","21977325.06","0.00"
"2021-12-10","22023938.03","2.20","0.00","21825555.27","0.00"
"2021-12-13","21977450.28","2.20","0.00","21511173.77","0.00"
"2021-12-14","21824251.07","2.18","0.00","21846272.25","0.00"
"2021-12-15","21511186.44","2.15","0.00","22101239.30","0.00"
"2021-12-16","21845633.03","2.18","0.00","21940040.76","0.00"
"2021-12-17","22101413.70","2.21","0.00","21789599.17","0.00"
"2021-12-20","21940512.28","2.19","0.00","21920132.58","0.00"
"2021-12-21","21789786.52","2.18","0.00","22006313.51","0.00"
"2021-12-22","21919923.20","2.19","0.00","22099932.66","0.00"
"2021-12-23","22007342.35","2.20","0.00","22191367.22","0.00"
"2021-12-24","22099622.56","2.21","0.00","22426389.57","0.00"
"2021-12-27","22190437.62","2.22","0.00","22412194.36","0.00"
"2021-12-28","22426790.56","2.24","0.00","22425803.53","0.00"
"2021-12-29","22412214.44","2.24","0.00","22440142.37","0.00"
"2021-12-30","22424817.97","2.24","0.00","22440018.96","0.00"
"2021-12-31","22440018.96","2.24","0.00","22299922.67","0.00"
"2022-01-03","22440365.72","2.24","0.00","22390928.36","0.00"
"2022-01-04","22300627.81","2.23","0.00","22362429.40","0.00"
"2022-01-05","22390897.94","2.24","0.00","22153057.30","0.00"
"2022-01-06","22362174.27","2.24","0.00","21883572.02","0.00"
"2022-01-07","22153143.36","2.22","0.00","21932198.81","0.00"
"2022-01-10","21882994.08","2.19","0.00","21767641.32","0.00"
"2022-01-11","21931992.75","2.19","0.00","21751567.62","0.00"
"2022-01-12","21767016.27","2.18","0.00","21756167.23","0.00"
"2022-01-13","21751924.51","2.18","0.00","21769894.11","0.00"
"2022-01-14","21756229.14","2.18","0.00","22455231.71","0.00"
"2022-01-17","21769844.88","2.18","0.00","22543302.54","0.00"
"2022-01-18","22454084.87","2.25","0.00","22446602.85","0.00"
"2022-01-19","22543390.02","2.25","0.00","22553508.70","0.00"
"2022-01-20","22447463.88","2.24","0.00","22038176.93","0.00"
"2022-01-21","22553351.51","2.26","0.00","21999218.28","0.00"
"2022-01-24","22038844.99","2.20","0.00","21631405.78","0.00"
"2022-01-25","21999360.88","2.20","0.00","21760430.86","0.00"
"2022-01-26","21631751.62","2.16","0.00","21760339.77","0.00"
"2022-01-27","21760339.77","2.18","0.00","21760128.33","0.00"
"2022-01-28","21760128.33","2.18","0.00","21760684.79","0.00"
"2022-01-31","21760684.79","2.18","0.00","21761022.53","0.00"
"2022-02-01","21761022.53","2.18","0.00","21760541.35","0.00"
"2022-02-02","21760541.35","2.18","0.00","21760296.03","0.00"
"2022-02-03","21760296.03","2.18","0.00","21760488.50","0.00"
"2022-02-04","21760488.50","2.18","0.00","22144624.45","0.00"
"2022-02-07","21760853.96","2.18","0.00","22420019.61","0.00"
"2022-02-08","22145226.97","2.21","0.00","22659371.22","0.00"
"2022-02-09","22419917.52","2.24","0.00","22753695.56","0.00"
"2022-02-10","22658717.70","2.27","0.00","22766319.14","0.00"
"2022-02-11","22753758.13","2.28","0.00","22195080.28","0.00"
"2022-02-14","22765885.25","2.28","0.00","22115407.95","0.00"
"2022-02-15","22194697.71","2.22","0.00","22582969.72","0.00"
"2022-02-16","22115788.80","2.21","0.00","22669848.44","0.00"
"2022-02-17","22583831.53","2.26","0.00","22815533.47","0.00"
"2022-02-18","22669273.72","2.27","0.00","22823689.40","0.00"
"2022-02-21","22815212.12","2.28","0.00","22525784.09","0.00"
"2022-02-22","22823492.04","2.28","0.00","22788492.19","0.00"
"2022-02-23","22526494.16","2.25","0.00","22162996.99","0.00"
"2022-02-24","22787492.21","2.28","0.00","22401561.99","0.00"
"2022-02-25","22162594.31","2.22","0.00","22401816.19","0.00"
"2022-02-28","22401816.19","2.24","0.00","22858900.35","0.00"
"2022-03-01","22402127.16","2.24","0.00","22877411.85","0.00"
"2022-03-02","22859400.39","2.29","0.00","23040425.00","0.00"
"2022-03-03","22877550.83","2.29","0.00","22771701.28","0.00"
"2022-03-04","23039636.29","2.30","0.00","22048663.87","0.00"
"2022-03-07","22771525.71","2.28","0.00","21524988.52","0.00"
"2022-03-08","22049574.37","2.21","0.00","21759267.20","0.00"
"2022-03-09","21525546.60","2.15","0.00","22273925.60","0.00"
"2022-03-10","21759830.27","2.18","0.00","22210512.25","0.00"
"2022-03-11","22274073.30","2.23","0.00","22273414.80","0.00"
"2022-03-14","22209699.61","2.22","0.00","21727846.94","0.00"
"2022-03-15","22273321.53","2.23","0.00","21663881.70","0.00"
"2022-03-16","21726964.09","2.17","0.00","22305820.94","0.00"
"2022-03-17","21664137.29","2.17","0.00","22222019.90","0.00"
"2022-03-18","22306451.15","2.23","0.00","22398071.34","0.00"
"2022-03-21","22221515.21","2.22","0.00","22519284.57","0.00"
"2022-03-22","22397750.53","2.24","0.00","22991230.63","0.00"
"2022-03-23","22519295.39","2.25","0.00","22987720.12","0.00"
"2022-03-24","22991770.49","2.30","0.00","22786903.43","0.00"
"2022-03-25","22987725.98","2.30","0.00","22673064.44","0.00"
"2022-03-28","22788088.75","2.28","0.00","22714477.49","0.00"
"2022-03-29","22673393.15","2.27","0.00","22878452.54","0.00"
"2022-03-30","22714277.43","2.27","0.00","22786499.16","0.00"
"2022-03-31","22879748.34","2.29","0.00","22688711.51","0.00"
"2022-04-01","22786131.70","2.28","0.00","22688158.63","0.00"
"2022-04-04","22688158.63","2.27","0.00","22688440.36","0.00"
"2022-04-05","22688440.36","2.27","0.00","22663467.22","0.00"
"2022-04-06","22688440.55","2.27","0.00","22191050.69","0.00"
"2022-04-07","22664322.06","2.27","0.00","22313534.98","0.00"
"2022-04-08","22190569.93","2.22","0.00","21819016.90","0.00"
"2022-04-11","22312503.48","2.23","0.00","21605491.57","0.00"
"2022-04-12","21819021.95","2.18","0.00","21941519.02","0.00"
"2022-04-13","21606019.06","2.16","0.00","21984421.77","0.00"
"2022-04-14","21941791.51","2.19","0.00","21734786.80","0.00"
"2022-04-15","21984119.94","2.20","0.00","21524612.39","0.00"
"2022-04-18","21734296.40","2.17","0.00","21781242.84","0.00"
"2022-04-19","21524287.56","2.15","0.00","22084803.09","0.00"
"2022-04-20","21781274.34","2.18","0.00","22221402.18","0.00"
"2022-04-21","22084233.03","2.21","0.00","21990070.60","0.00"
"2022-04-22","22222015.70","2.22","0.00","21233870.40","0.00"
"2022-04-25","21989772.63","2.20","0.00","21218118.15","0.00"
"2022-04-26","21233978.79","2.12","0.00","20913522.84","0.00"
"2022-04-27","21218144.31","2.12","0.00","21126268.04","0.00"
"2022-04-28","20912991.95","2.09","0.00","21362310.64","0.00"
"2022-04-29","21126280.90","2.11","0.00","21362390.07","0.00"
"2022-05-02","21362390.07","2.14","0.00","21465312.01","0.00"
"2022-05-03","21362256.45","2.14","0.00","21668102.31","0.00"
"2022-05-04","21466041.38","2.15","0.00","21967091.51","0.00"
"2022-05-05","21668297.43","2.17","0.00","21744958.58","0.00"
"2022-05-06","21966523.13","2.20","0.00","21237200.49","0.00"
"2022-05-09","21745295.77","2.17","0.00","21423619.27","0.00"
"2022-05-10","21236544.13","2.12","0.00","21194675.46","0.00"
"2022-05-11","21423131.81","2.14","0.00","20866678.93","0.00"
"2022-05-12","21194319.89","2.12","0.00","21201254.00","0.00"
"2022-05-13","20866497.56","2.09","0.00","21311027.92","0.00"
"2022-05-16","21200841.36","2.12","0.00","21448339.03","0.00"
"2022-05-17","21310938.32","2.13","0.00","21643036.63","0.00"
"2022-05-18","21448877.32","2.14","0.00","21254238.38","0.00"
"2022-05-19","21643104.69","2.16","0.00","21316813.73","0.00"
"2022-05-20","21254160.24","2.13","0.00","21410396.84","0.00"
"2022-05-23","21317335.14","2.13","0.00","21121220.86","0.00"
"2022-05-24","21410395.15","2.14","0.00","21432036.78","0.00"
"2022-05-25","21121598.75","2.11","0.00","21441588.92","0.00"
"2022-05-26","21432324.28","2.14","0.00","21652495.25","0.00"
"2022-05-27","21441724.06","2.14","0.00","22148412.80","0.00"
"2022-05-30","21652073.25","2.17","0.00","22346572.40","0.00"
"2022-05-31","22148966.83","2.21","0.00","22273239.78","0.00"
"2022-06-01","22346929.88","2.23","0.00","22191093.52","0.00"
"2022-06-02","22272180.48","2.23","0.00","22190755.52","0.00"
"2022-06-03","22190755.52","2.22","0.00","22292032.03","0.00"
"2022-06-06","22190919.51","2.22","0.00","22195592.24","0.00"
"2022-06-07","22292092.61","2.23","0.00","22265749.83","0.00"
"2022-06-08","22195781.38","2.22","0.00","22531046.98","0.00"
"2022-06-09","22265072.84","2.23","0.00","22332009.91","0.00"
"2022-06-10","22530879.21","2.25","0.00","21807300.65","0.00"
"2022-06-13","22331765.29","2.23","0.00","21745887.23","0.00"
"2022-06-14","21806610.83","2.18","0.00","21574068.73","0.00"
"2022-06-15","21746223.89","2.17","0.00","20942247.10","0.00"
"2022-06-16","21573845.02","2.16","0.00","20667232.59","0.00"
"2022-06-17","20942144.11","2.09","0.00","19950838.77","0.00"
"2022-06-20","20667344.40","2.07","0.00","20719811.80","0.00"
"2022-06-21","19950911.39","2.00","0.00","20078249.68","0.00"
"2022-06-22","20720301.18","2.07","0.00","19666807.30","0.00"
"2022-06-23","20078306.23","2.01","0.00","19948209.76","0.00"
"2022-06-24","19666849.44","1.97","0.00","20342235.72","0.00"
"2022-06-27","19947670.86","1.99","0.00","20110090.46","0.00"
"2022-06-28","20341969.53","2.03","0.00","19621939.01","0.00"
"2022-06-29","20109941.16","2.01","0.00","19062789.87","0.00"
"2022-06-30","19622702.26","1.96","0.00","18178396.31","0.00"
"2022-07-01","19063510.11","1.91","0.00","18060984.48","0.00"
"2022-07-04","18178764.61","1.82","0.00","18162322.57","0.00"
"2022-07-05","18061102.20","1.81","0.00","17617102.49","0.00"
"2022-07-06","18162827.92","1.82","0.00","18121256.16","0.00"
"2022-07-07","17616990.52","1.76","0.00","18461621.04","0.00"
"2022-07-08","18121401.42","1.81","0.00","18213483.64","0.00"
"2022-07-11","18462183.54","1.85","0.00","17844145.40","0.00"
"2022-07-12","18213099.36","1.82","0.00","18245526.87","0.00"
"2022-07-13","17844636.06","1.78","0.00","18584777.51","0.00"
"2022-07-14","18245472.59","1.82","0.00","18668256.23","0.00"
"2022-07-15","18585129.86","1.86","0.00","19015706.75","0.00"
"2022-07-18","18668398.32","1.87","0.00","18998637.01","0.00"
"2022-07-19","19015655.09","1.90","0.00","19101248.38","0.00"
"2022-07-20","18998763.65","1.90","0.00","19825943.38","0.00"
"2022-07-21","19101158.13","1.91","0.00","19813534.23","0.00"
"2022-07-22","19825878.33","1.98","0.00","19749902.67","0.00"
"2022-07-25","19812975.53","1.98","0.00","18992109.98","0.00"
"2022-07-26","19749845.48","1.98","0.00","19180987.69","0.00"
"2022-07-27","18991909.17","1.90","0.00","19019562.32","0.00"
"2022-07-28","19180900.60","1.92","0.00","19091196.85","0.00"
"2022-07-29","19019407.74","1.90","0.00","19074733.84","0.00"
"2022-08-01","19090934.89","1.91","0.00","18698403.38","0.00"
"2022-08-02","19074330.08","1.91","0.00","18664261.81","0.00"
"2022-08-03","18698091.66","1.87","0.00","18637074.31","0.00"
"2022-08-04","18664743.31","1.87","0.00","19040481.23","0.00"
"2022-08-05","18637707.64","1.86","0.00","19127892.53","0.00"
"2022-08-08","19040141.95","1.90","0.00","19161814.13","0.00"
"2022-08-09","19128340.98","1.91","0.00","19049530.65","0.00"
"2022-08-10","19161844.81","1.92","0.00","19272339.91","0.00"
"2022-08-11","19049583.12","1.91","0.00","19675972.13","0.00"
"2022-08-12","19271772.61","1.93","0.00","19883843.64","0.00"
"2022-08-15","19675406.13","1.97","0.00","19919883.32","0.00"
"2022-08-16","19883927.06","1.99","0.00","19892865.55","0.00"
"2022-08-17","19920217.44","1.99","0.00","19904844.68","0.00"
"2022-08-18","19893180.79","1.99","0.00","20063569.19","0.00"
"2022-08-19","19904873.47","1.99","0.00","19898902.18","0.00"
"2022-08-22","20064078.40","2.01","0.00","19676413.90","0.00"
"2022-08-23","19898924.02","1.99","0.00","19679727.40","0.00"
"2022-08-24","19676218.81","1.97","0.00","19849649.94","0.00"
"2022-08-25","19679961.10","1.97","0.00","20044479.65","0.00"
"2022-08-26","19849990.43","1.99","0.00","19502640.11","0.00"
"2022-08-29","20044725.45","2.00","0.00","19677018.76","0.00"
"2022-08-30","19502654.13","1.95","0.00","19825944.21","0.00"
"2022-08-31","19676868.34","1.97","0.00","19456104.20","0.00"
"2022-09-01","19826388.87","1.98","0.00","19338491.67","0.00"
"2022-09-02","19455291.87","1.95","0.00","19143694.91","0.00"
"2022-09-05","19338712.57","1.93","0.00","18977784.19","0.00"
"2022-09-06","19143572.30","1.91","0.00","18857369.14","0.00"
"2022-09-07","18977373.81","1.90","0.00","19245155.68","0.00"
"2022-09-08","18857337.71","1.89","0.00","19245316.88","0.00"
"2022-09-09","19245316.88","1.92","0.00","19474869.85","0.00"
"2022-09-12","19245589.38","1.92","0.00","19624422.33","0.00"
"2022-09-13","19474219.03","1.95","0.00","19420166.04","0.00"
"2022-09-14","19624521.61","1.96","0.00","19457919.20","0.00"
"2022-09-15","19419911.27","1.94","0.00","19288395.37","0.00"
"2022-09-16","19458584.23","1.95","0.00","19210980.45","0.00"
"2022-09-19","19288832.78","1.93","0.00","19299317.19","0.00"
"2022-09-20","19211117.38","1.92","0.00","19126187.09","0.00"
"2022-09-21","19299393.51","1.93","0.00","18918947.20","0.00"
"2022-09-22","19126358.52","1.91","0.00","18739896.22","0.00"
"2022-09-23","18918957.42","1.89","0.00","17977320.35","0.00"
"2022-09-26","18739719.30","1.87","0.00","18034022.94","0.00"
"2022-09-27","17977199.95","1.80","0.00","17381753.14","0.00"
"2022-09-28","18033875.36","1.80","0.00","17465158.79","0.00"
"2022-09-29","17381565.91","1.74","0.00","17744915.27","0.00"
"2022-09-30","17464811.89","1.75","0.00","17748889.57","0.00"
"2022-10-03","17744628.90","1.77","0.00","18111431.51","0.00"
"2022-10-04","17748746.44","1.77","0.00","18248920.94","0.00"
"2022-10-05","18110822.16","1.81","0.00","18381401.00","0.00"
"2022-10-06","18248636.95","1.82","0.00","18232753.08","0.00"
"2022-10-07","18381698.34","1.84","0.00","18233032.92","0.00"
"2022-10-10","18233032.92","1.82","0.00","17725805.97","0.00"
"2022-10-11","18232748.91","1.82","0.00","17870715.93","0.00"
"2022-10-12","17726080.67","1.77","0.00","17210936.85","0.00"
"2022-10-13","17870600.71","1.79","0.00","17634319.44","0.00"
"2022-10-14","17211006.63","1.72","0.00","17689483.60","0.00"
"2022-10-17","17634628.12","1.76","0.00","17707204.64","0.00"
"2022-10-18","17689520.83","1.77","0.00","17740243.58","0.00"
"2022-10-19","17707978.87","1.77","0.00","17606166.45","0.00"
"2022-10-20","17740270.09","1.77","0.00","17397180.08","0.00"
"2022-10-21","17606362.69","1.76","0.00","17598687.93","0.00"
"2022-10-24","17396725.27","1.74","0.00","17314746.63","0.00"
"2022-10-25","17598169.43","1.76","0.00","17191921.07","0.00"
"2022-10-26","17314890.46","1.73","0.00","17453192.60","0.00"
"2022-10-27","17192075.36","1.72","0.00","17300213.55","0.00"
"2022-10-28","17452904.67","1.75","0.00","17484202.97","0.00"
"2022-10-31","17300035.53","1.73","0.00","17584948.57","0.00"
"2022-11-01","17484157.94","1.75","0.00","17782939.96","0.00"
"2022-11-02","17585209.29","1.76","0.00","17696818.64","0.00"
"2022-11-03","17782651.99","1.78","0.00","17887798.90","0.00"
"2022-11-04","17697244.77","1.77","0.00","18138117.21","0.00"
"2022-11-07","17887735.02","1.79","0.00","18278793.79","0.00"
"2022-11-08","18138071.96","1.81","0.00","18702956.73","0.00"
"2022-11-09","18278563.02","1.83","0.00","18699713.37","0.00"
"2022-11-10","18703016.86","1.87","0.00","19066875.53","0.00"
"2022-11-11","18700049.21","1.87","0.00","19404695.31","0.00"
"2022-11-14","19067427.01","1.91","0.00","19641489.06","0.00"
"2022-11-15","19403954.56","1.94","0.00","19733371.61","0.00"
"2022-11-16","19641308.28","1.96","0.00","19764084.90","0.00"
"2022-11-17","19733723.34","1.97","0.00","19587158.82","0.00"
"2022-11-18","19763729.03","1.98","0.00","19532778.98","0.00"
"2022-11-21","19587070.35","1.96","0.00","19547353.55","0.00"
"2022-11-22","19533428.20","1.95","0.00","19654162.00","0.00"
"2022-11-23","19547609.76","1.95","0.00","19837664.95","0.00"
"2022-11-24","19653674.55","1.97","0.00","19742252.71","0.00"
"2022-11-25","19837719.19","1.98","0.00","19546208.81","0.00"
"2022-11-28","19742099.82","1.97","0.00","19689752.03","0.00"
"2022-11-29","19546002.93","1.95","0.00","19856056.20","0.00"
"2022-11-30","19689849.21","1.97","0.00","19940986.42","0.00"
"2022-12-01","19856070.97","1.99","0.00","20048676.19","0.00"
"2022-12-02","19941477.60","1.99","0.00","20227532.93","0.00"
"2022-12-05","20049010.94","2.00","0.00","19940223.43","0.00"
"2022-12-06","20227442.23","2.02","0.00","19523693.38","0.00"
"2022-12-07","19939808.45","1.99","0.00","19530224.76","0.00"
"2022-12-08","19523329.64","1.95","0.00","19644598.23","0.00"
"2022-12-09","19530085.98","1.95","0.00","19625220.34","0.00"
"2022-12-12","19644633.68","1.96","0.00","19459948.53","0.00"
"2022-12-13","19625241.92","1.96","0.00","19759263.18","0.00"
"2022-12-14","19459765.27","1.95","0.00","19849073.22","0.00"
"2022-12-15","19760158.26","1.98","0.00","19698856.35","0.00"
"2022-12-16","19849440.24","1.98","0.00","19608984.79","0.00"
"2022-12-19","19698587.53","1.97","0.00","19074506.71","0.00"
"2022-12-20","19609658.64","1.96","0.00","19243090.14","0.00"
"2022-12-21","19074028.12","1.91","0.00","19652785.61","0.00"
"2022-12-22","19243404.18","1.92","0.00","19533881.10","0.00"
"2022-12-23","19652675.14","1.97","0.00","19519692.00","0.00"
"2022-12-26","19534039.85","1.95","0.00","19618362.39","0.00"
"2022-12-27","19519652.16","1.95","0.00","19197145.80","0.00"
"2022-12-28","19618148.11","1.96","0.00","19158079.75","0.00"
"2022-12-29","19196687.62","1.92","0.00","19188741.61","0.00"
"2022-12-30","19158614.59","1.92","0.00","19188575.43","0.00"
"2023-01-02","19188575.43","1.92","0.00","19454402.89","0.00"
"2023-01-03","19188461.14","1.92","0.00","19353321.35","0.00"
"2023-01-04","19454257.51","1.95","0.00","19439092.22","0.00"
"2023-01-05","19353412.09","1.94","0.00","19646315.38","0.00"
"2023-01-06","19439455.92","1.94","0.00","20015754.54","0.00"
"2023-01-09","19646165.22","1.96","0.00","19973648.92","0.00"
"2023-01-10","20016502.97","2.00","0.00","19888359.90","0.00"
"2023-01-11","19973604.56","2.00","0.00","19796212.11","0.00"
"2023-01-12","19888802.76","1.99","0.00","19700691.38","0.00"
"2023-01-13","19796001.18","1.98","0.00","19792786.46","0.00"
"2023-01-16","19700918.43","1.97","0.00","19869387.00","0.00"
"2023-01-17","19792625.30","1.98","0.00","19869762.94","0.00"
"2023-01-18","19869762.94","1.99","0.00","19869872.44","0.00"
"2023-01-19","19869872.44","1.99","0.00","19869902.65","0.00"
"2023-01-20","19869902.65","1.99","0.00","19870368.57","0.00"
"2023-01-23","19870368.57","1.99","0.00","19870200.67","0.00"
"2023-01-24","19870200.67","1.99","0.00","19869802.56","0.00"
"2023-01-25","19869802.56","1.99","0.00","19870126.24","0.00"
"2023-01-26","19870126.24","1.99","0.00","19870108.53","0.00"
"2023-01-27","19870108.53","1.99","0.00","20475092.72","0.00"
"2023-01-30","19870338.82","1.99","0.00","20621665.01","0.00"
"2023-01-31","20475678.29","2.05","0.00","20854048.54","0.00"
"2023-02-01","20621986.43","2.06","0.00","21130138.66","0.00"
"2023-02-02","20853916.26","2.09","0.00","21111913.66","0.00"
"2023-02-03","21130008.77","2.11","0.00","20842781.69","0.00"
"2023-02-06","21111905.29","2.11","0.00","20984206.22","0.00"
"2023-02-07","20843059.55","2.08","0.00","21109860.95","0.00"
"2023-02-08","20983424.94","2.10","0.00","20954123.57","0.00"
"2023-02-09","21110338.51","2.11","0.00","20844386.89","0.00"
"2023-02-10","20954530.50","2.10","0.00","20738748.93","0.00"
"2023-02-13","20844013.94","2.08","0.00","21031796.72","0.00"
"2023-02-14","20739165.53","2.07","0.00","21005808.15","0.00"
"2023-02-15","21032268.52","2.10","0.00","21342903.05","0.00"
"2023-02-16","21005485.80","2.10","0.00","21306460.41","0.00"
"2023-02-17","21342776.96","2.13","0.00","21506983.97","0.00"
"2023-02-20","21306642.43","2.13","0.00","21518247.28","0.00"
"2023-02-21","21506657.18","2.15","0.00","21299762.31","0.00"
"2023-02-22","21518033.26","2.15","0.00","21663316.10","0.00"
"2023-02-23","21299776.06","2.13","0.00","21539725.16","0.00"
"2023-02-24","21662770.81","2.17","0.00","21540326.86","0.00"
"2023-02-27","21540326.86","2.15","0.00","21540761.90","0.00"
"2023-02-28","21540761.90","2.15","0.00","21596292.47","0.00"
"2023-03-01","21540822.33","2.15","0.00","21721644.41","0.00"
"2023-03-02","21595986.77","2.16","0.00","21920392.48","0.00"
"2023-03-03","21721744.56","2.17","0.00","22219880.66","0.00"
"2023-03-06","21919621.25","2.19","0.00","22262811.53","0.00"
"2023-03-07","22219411.17","2.22","0.00","22397268.68","0.00"
"2023-03-08","22263315.32","2.23","0.00","22478773.54","0.00"
"2023-03-09","22397149.59","2.24","0.00","22059396.94","0.00"
"2023-03-10","22480063.27","2.25","0.00","22076049.83","0.00"
"2023-03-13","22059231.69","2.21","0.00","21938493.82","0.00"
"2023-03-14","22076109.65","2.21","0.00","21940683.02","0.00"
"2023-03-15","21938238.15","2.19","0.00","21654909.87","0.00"
"2023-03-16","21940471.99","2.19","0.00","21951848.78","0.00"
"2023-03-17","21655303.13","2.17","0.00","22101777.35","0.00"
"2023-03-20","21952285.32","2.20","0.00","22236272.63","0.00"
"2023-03-21","22101862.56","2.21","0.00","22549259.59","0.00"
"2023-03-22","22235959.43","2.22","0.00","22882132.85","0.00"
"2023-03-23","22548525.06","2.25","0.00","23031440.15","0.00"
"2023-03-24","22882292.81","2.29","0.00","23224238.32","0.00"
"2023-03-27","23031646.36","2.30","0.00","22997176.87","0.00"
"2023-03-28","23224220.35","2.32","0.00","23059838.29","0.00"
"2023-03-29","22997783.93","2.30","0.00","23466962.17","0.00"
"2023-03-30","23059850.38","2.31","0.00","23541437.74","0.00"
"2023-03-31","23467398.81","2.35","0.00","23541782.24","0.00"
"2023-04-03","23541782.24","2.35","0.00","23541927.79","0.00"
"2023-04-04","23541927.79","2.35","0.00","23541802.20","0.00"
"2023-04-05","23541802.20","2.35","0.00","23487082.63","0.00"
"2023-04-06","23541977.57","2.35","0.00","23491567.91","0.00"
"2023-04-07","23486936.61","2.35","0.00","23669154.90","0.00"
"2023-04-10","23491931.57","2.35","0.00","23840628.75","0.00"
"2023-04-11","23669518.41","2.37","0.00","23938867.39","0.00"
"2023-04-12","23841300.61","2.38","0.00","23879619.67","0.00"
"2023-04-13","23938606.40","2.39","0.00","23779413.67","0.00"
"2023-04-14","23879816.61","2.39","0.00","23906674.82","0.00"
"2023-04-17","23778902.77","2.38","0.00","23669872.90","0.00"
