"Date","PrevHoldings","PrevHoldings_Pct","PrevCash","TodayClosingHoldings","TodayClosingCash"
"2023-04-18","23907371.23","2.39","0.00","23456116.97","0.00"
"2023-04-19","23670501.37","2.37","0.00","23239897.93","0.00"
"2023-04-20","23455633.52","2.35","0.00","22965389.18","0.00"
"2023-04-21","23239893.70","2.32","0.00","23044789.31","0.00"
"2023-04-24","22965859.09","2.30","0.00","22586242.73","0.00"
"2023-04-25","23045433.24","2.30","0.00","22642469.79","0.00"
"2023-04-26","22586007.43","2.26","0.00","22828891.39","0.00"
"2023-04-27","22642533.73","2.26","0.00","23028723.69","0.00"
"2023-04-28","22828177.34","2.28","0.00","23029332.10","0.00"
"2023-05-01","23029332.10","2.30","0.00","23061157.11","0.00"
"2023-05-02","23029113.97","2.30","0.00","22951798.52","0.00"
"2023-05-03","23061120.45","2.31","0.00","22968565.42","0.00"
"2023-05-04","22952348.71","2.30","0.00","23078033.81","0.00"
"2023-05-05","22968617.67","2.30","0.00","23183119.23","0.00"
"2023-05-08","23077680.89","2.31","0.00","23233203.97","0.00"
"2023-05-09","23183466.39","2.32","0.00","23227910.49","0.00"
"2023-05-10","23233171.63","2.32","0.00","22970454.32","0.00"
"2023-05-11","23227897.43","2.32","0.00","23085347.04","0.00"
"2023-05-12","22970487.97","2.30","0.00","22941894.50","0.00"
"2023-05-15","23085271.99","2.31","0.00","23159755.38","0.00"
"2023-05-16","22941581.77","2.29","0.00","23454649.41","0.00"
"2023-05-17","23159625.82","2.32","0.00","23737113.49","0.00"
"2023-05-18","23454927.69","2.35","0.00","23796844.46","0.00"
"2023-05-19","23737169.67","2.37","0.00","23889128.77","0.00"
"2023-05-22","23797047.41","2.38","0.00","23873996.59","0.00"
"2023-05-23","23889107.58","2.39","0.00","23978065.13","0.00"
"2023-05-24","23874264.68","2.39","0.00","24145692.60","0.00"
"2023-05-25","23977719.24","2.40","0.00","24391659.72","0.00"
"2023-05-26","24145695.71","2.41","0.00","24804591.84","0.00"
"2023-05-29","24391925.19","2.44","0.00","24779796.83","0.00"
"2023-05-30","24805492.85","2.48","0.00","25195933.64","0.00"
"2023-05-31","24779780.03","2.48","0.00","25227617.66","0.00"
"2023-06-01","25196401.53","2.52","0.00","25427728.36","0.00"
"2023-06-02","25228334.11","2.52","0.00","25722093.07","0.00"
"2023-06-05","25427669.82","2.54","0.00","25543899.04","0.00"
"2023-06-06","25721572.81","2.57","0.00","25992802.98","0.00"
"2023-06-07","25544272.78","2.55","0.00","25771152.00","0.00"
"2023-06-08","25992734.71","2.60","0.00","26004584.45","0.00"
"2023-06-09","25771323.43","2.58","0.00","26030492.32","0.00"
"2023-06-12","26004375.54","2.60","0.00","26355008.18","0.00"
"2023-06-13","26029600.23","2.60","0.00","26568423.85","0.00"
"2023-06-14","26354804.56","2.64","0.00","26948431.25","0.00"
"2023-06-15","26567926.90","2.66","0.00","27065230.75","0.00"
"2023-06-16","26948644.70","2.69","0.00","27151760.32","0.00"
"2023-06-19","27065051.83","2.71","0.00","26983499.51","0.00"
"2023-06-20","27152511.27","2.72","0.00","27020806.73","0.00"
"2023-06-21","26983652.57","2.70","0.00","27020669.86","0.00"
"2023-06-22","27020669.86","2.70","0.00","27021674.42","0.00"
"2023-06-23","27021674.42","2.70","0.00","26943868.53","0.00"
"2023-06-26","27021613.75","2.70","0.00","26532223.87","0.00"
"2023-06-27","26943955.60","2.69","0.00","26490172.61","0.00"
"2023-06-28","26531665.91","2.65","0.00","26646113.73","0.00"
"2023-06-29","26489946.87","2.65","0.00","26607328.13","0.00"
"2023-06-30","26645797.19","2.66","0.00","26941645.45","0.00"
"2023-07-03","26607616.83","2.66","0.00","27108104.66","0.00"
"2023-07-04","26941469.55","2.69","0.00","26880896.78","0.00"
"2023-07-05","27108364.08","2.71","0.00","26324758.58","0.00"
"2023-07-06","26881057.60","2.69","0.00","26014039.46","0.00"
"2023-07-07","26324458.85","2.63","0.00","25956566.47","0.00"
"2023-07-10","26013688.55","2.60","0.00","26372882.52","0.00"
"2023-07-11","25956053.35","2.60","0.00","26498863.41","0.00"
"2023-07-12","26372929.77","2.64","0.00","26655827.59","0.00"
"2023-07-13","26498168.73","2.65","0.00","26896238.07","0.00"
"2023-07-14","26656247.75","2.67","0.00","27013167.12","0.00"
"2023-07-17","26896184.61","2.69","0.00","26894599.62","0.00"
"2023-07-18","27013512.84","2.70","0.00","26590483.76","0.00"
"2023-07-19","26894576.64","2.69","0.00","26574971.21","0.00"
"2023-07-20","26590363.34","2.66","0.00","26547025.52","0.00"
"2023-07-21","26574354.87","2.66","0.00","26501014.16","0.00"
"2023-07-24","26547853.87","2.65","0.00","26624174.35","0.00"
"2023-07-25","26500256.80","2.65","0.00","26558286.28","0.00"
"2023-07-26","26624680.80","2.66","0.00","27209828.26","0.00"
"2023-07-27","26558214.61","2.66","0.00","27356956.03","0.00"
"2023-07-28","27209699.13","2.72","0.00","26952214.98","0.00"
"2023-07-31","27356916.39","2.74","0.00","26920326.01","0.00"
"2023-08-01","26951733.03","2.70","0.00","26170609.90","0.00"
"2023-08-02","26920344.32","2.69","0.00","26170855.25","0.00"
"2023-08-03","26170855.25","2.62","0.00","26361483.60","0.00"
"2023-08-04","26171541.40","2.62","0.00","26703783.24","0.00"
"2023-08-07","26361471.48","2.64","0.00","26646233.38","0.00"
"2023-08-08","26703948.47","2.67","0.00","26639540.09","0.00"
"2023-08-09","26646725.27","2.66","0.00","25899167.24","0.00"
"2023-08-10","26639092.70","2.66","0.00","25946231.46","0.00"
"2023-08-11","25898779.74","2.59","0.00","25619895.38","0.00"
"2023-08-14","25946649.52","2.59","0.00","25935819.77","0.00"
"2023-08-15","25619233.80","2.56","0.00","25838272.79","0.00"
"2023-08-16","25936074.61","2.59","0.00","26121543.36","0.00"
"2023-08-17","25838761.12","2.58","0.00","25883162.19","0.00"
"2023-08-18","26121659.47","2.61","0.00","25783769.93","0.00"
"2023-08-21","25882417.93","2.59","0.00","25950966.00","0.00"
"2023-08-22","25783964.81","2.58","0.00","26133828.27","0.00"
"2023-08-23","25951301.95","2.60","0.00","26360091.57","0.00"
"2023-08-24","26134386.33","2.61","0.00","26149552.37","0.00"
"2023-08-25","26360151.40","2.64","0.00","25844863.59","0.00"
"2023-08-28","26149554.74","2.62","0.00","25976053.12","0.00"
"2023-08-29","25844617.78","2.58","0.00","26546885.99","0.00"
"2023-08-30","25976267.85","2.60","0.00","26701144.48","0.00"
"2023-08-31","26547050.01","2.65","0.00","26584933.19","0.00"
"2023-09-01","26700495.34","2.67","0.00","26794843.87","0.00"
"2023-09-04","26584725.37","2.66","0.00","27096939.44","0.00"
"2023-09-05","26794878.41","2.68","0.00","27018480.74","0.00"
"2023-09-06","27096488.46","2.71","0.00","26701205.63","0.00"
"2023-09-07","27017694.47","2.70","0.00","26493419.43","0.00"
"2023-09-08","26700966.48","2.67","0.00","26052873.76","0.00"
"2023-09-11","26493238.87","2.65","0.00","26300784.48","0.00"
"2023-09-12","26052811.40","2.61","0.00","26331692.05","0.00"
"2023-09-13","26301000.15","2.63","0.00","26845848.46","0.00"
"2023-09-14","26332878.91","2.63","0.00","27015171.65","0.00"
"2023-09-15","26845203.29","2.68","0.00","26740909.53","0.00"
"2023-09-18","27015192.45","2.70","0.00","26674047.77","0.00"
"2023-09-19","26741803.07","2.67","0.00","26750715.32","0.00"
"2023-09-20","26673899.95","2.67","0.00","26349799.75","0.00"
"2023-09-21","26751055.80","2.68","0.00","26598516.06","0.00"
"2023-09-22","26349417.63","2.63","0.00","26700139.76","0.00"
"2023-09-25","26598400.72","2.66","0.00","26336664.17","0.00"
"2023-09-26","26700681.60","2.67","0.00","26138328.43","0.00"
"2023-09-27","26336640.50","2.63","0.00","26130980.16","0.00"
"2023-09-28","26138526.58","2.61","0.00","26130893.96","0.00"
"2023-09-29","26130893.96","2.61","0.00","26438145.73","0.00"
"2023-10-02","26130946.14","2.61","0.00","26257091.99","0.00"
"2023-10-03","26438604.61","2.64","0.00","26093911.65","0.00"
"2023-10-04","26256696.07","2.63","0.00","26467862.95","0.00"
"2023-10-05","26093696.54","2.61","0.00","26550720.09","0.00"
"2023-10-06","26467813.05","2.65","0.00","26550187.53","0.00"
"2023-10-09","26550187.53","2.65","0.00","26550876.86","0.00"
"2023-10-10","26550876.86","2.66","0.00","26551442.47","0.00"
"2023-10-11","26550968.55","2.66","0.00","26857195.56","0.00"
"2023-10-12","26550955.75","2.66","0.00","26614719.84","0.00"
"2023-10-13","26857302.61","2.69","0.00","26201136.67","0.00"
"2023-10-16","26614072.31","2.66","0.00","26156208.96","0.00"
"2023-10-17","26200999.51","2.62","0.00","25804912.15","0.00"
"2023-10-18","26155600.65","2.62","0.00","25892169.17","0.00"
"2023-10-19","25804598.27","2.58","0.00","25713829.10","0.00"
"2023-10-20","25891843.72","2.59","0.00","25489377.92","0.00"
"2023-10-23","25714189.07","2.57","0.00","25743592.41","0.00"
"2023-10-24","25488836.69","2.55","0.00","25956377.49","0.00"
"2023-10-25","25744274.84","2.57","0.00","25433643.78","0.00"
"2023-10-26","25957369.80","2.60","0.00","25357879.14","0.00"
"2023-10-27","25433722.29","2.54","0.00","25463955.07","0.00"
"2023-10-30","25358098.48","2.54","0.00","25066970.88","0.00"
"2023-10-31","25463930.95","2.55","0.00","25186732.67","0.00"
"2023-11-01","25067530.92","2.51","0.00","25817776.78","0.00"
"2023-11-02","25186607.73","2.52","0.00","25997614.89","0.00"
"2023-11-03","25817010.99","2.58","0.00","26293679.88","0.00"
"2023-11-06","25997146.78","2.60","0.00","26171621.77","0.00"
"2023-11-07","26292710.60","2.63","0.00","26125693.09","0.00"
"2023-11-08","26171785.28","2.62","0.00","25957843.26","0.00"
"2023-11-09","26125962.44","2.61","0.00","25849650.13","0.00"
"2023-11-10","25957629.18","2.60","0.00","26033117.28","0.00"
"2023-11-13","25849032.46","2.58","0.00","26309249.61","0.00"
"2023-11-14","26032349.81","2.60","0.00","26242259.84","0.00"
"2023-11-15","26307870.32","2.63","0.00","26249422.65","0.00"
"2023-11-16","26242980.98","2.62","0.00","26391990.76","0.00"
"2023-11-17","26249762.81","2.62","0.00","26359906.90","0.00"
"2023-11-20","26391871.11","2.64","0.00","26585408.46","0.00"
"2023-11-21","26359930.12","2.64","0.00","26527056.18","0.00"
"2023-11-22","26585449.03","2.66","0.00","26466740.20","0.00"
"2023-11-23","26526915.28","2.65","0.00","26375183.60","0.00"
"2023-11-24","26467813.49","2.65","0.00","26044323.93","0.00"
"2023-11-27","26375454.10","2.64","0.00","26417009.99","0.00"
"2023-11-28","26044470.58","2.60","0.00","26503241.50","0.00"
"2023-11-29","26417297.93","2.64","0.00","26555999.49","0.00"
"2023-11-30","26502819.29","2.65","0.00","26634153.87","0.00"
"2023-12-01","26555850.08","2.66","0.00","27034544.33","0.00"
"2023-12-04","26634336.77","2.66","0.00","26829404.98","0.00"
"2023-12-05","27034252.71","2.70","0.00","26935462.11","0.00"
"2023-12-06","26828711.92","2.68","0.00","26756650.51","0.00"
"2023-12-07","26934496.04","2.69","0.00","26834424.46","0.00"
"2023-12-08","26756448.54","2.68","0.00","26848057.37","0.00"
"2023-12-11","26835087.60","2.68","0.00","26718918.61","0.00"
"2023-12-12","26848506.12","2.68","0.00","26805637.98","0.00"
"2023-12-13","26718574.74","2.67","0.00","26959989.88","0.00"
"2023-12-14","26805044.70","2.68","0.00","27023348.08","0.00"
"2023-12-15","26959506.28","2.70","0.00","27068798.63","0.00"
"2023-12-18","27023021.90","2.70","0.00","26787582.49","0.00"
"2023-12-19","27068544.46","2.71","0.00","27106407.41","0.00"
"2023-12-20","26786873.46","2.68","0.00","27231834.36","0.00"
"2023-12-21","27107048.51","2.71","0.00","27366101.48","0.00"
"2023-12-22","27231975.85","2.72","0.00","27335311.36","0.00"
"2023-12-25","27366549.76","2.74","0.00","27648013.51","0.00"
"2023-12-26","27334265.08","2.73","0.00","27930524.45","0.00"
"2023-12-27","27648909.73","2.76","0.00","28026400.13","0.00"
"2023-12-28","27931047.72","2.79","0.00","28109174.83","0.00"
"2023-12-29","28026145.97","2.80","0.00","28109237.98","0.00"
"2024-01-01","28109237.98","2.81","0.00","28213840.39","0.00"
"2024-01-02","28108570.02","2.81","0.00","27937789.31","0.00"
"2024-01-03","28214738.79","2.82","0.00","27855426.57","0.00"
"2024-01-04","27937186.99","2.79","0.00","27721467.98","0.00"
"2024-01-05","27854860.82","2.79","0.00","27599497.86","0.00"
"2024-01-08","27720893.54","2.77","0.00","27243844.13","0.00"
"2024-01-09","27598861.33","2.76","0.00","27212122.51","0.00"
"2024-01-10","27243453.07","2.72","0.00","27256930.74","0.00"
"2024-01-11","27211934.62","2.72","0.00","27254104.93","0.00"
"2024-01-12","27257227.12","2.73","0.00","27777257.34","0.00"
"2024-01-15","27254236.55","2.73","0.00","27637663.21","0.00"
"2024-01-16","27777609.56","2.78","0.00","27225574.07","0.00"
"2024-01-17","27637723.40","2.76","0.00","27376904.40","0.00"
"2024-01-18","27224648.03","2.72","0.00","27739386.03","0.00"
"2024-01-19","27377223.88","2.74","0.00","28050224.42","0.00"
"2024-01-22","27740283.57","2.77","0.00","28204904.66","0.00"
"2024-01-23","28049570.92","2.81","0.00","28199137.52","0.00"
"2024-01-24","28205276.75","2.82","0.00","28397593.23","0.00"
"2024-01-25","28198938.60","2.82","0.00","28120573.67","0.00"
"2024-01-26","28397014.97","2.84","0.00","28443969.18","0.00"
"2024-01-29","28120543.08","2.81","0.00","28394683.70","0.00"
"2024-01-30","28444009.51","2.84","0.00","28205260.12","0.00"
"2024-01-31","28394325.48","2.84","0.00","28296706.46","0.00"
"2024-02-01","28205501.51","2.82","0.00","28285750.85","0.00"
"2024-02-02","28296773.20","2.83","0.00","28183510.54","0.00"
"2024-02-05","28286192.81","2.83","0.00","28182782.17","0.00"
"2024-02-06","28182782.17","2.82","0.00","28182557.51","0.00"
"2024-02-07","28182557.51","2.82","0.00","28183062.85","0.00"
"2024-02-08","28183062.85","2.82","0.00","28183311.38","0.00"
"2024-02-09","28183311.38","2.82","0.00","28182924.57","0.00"
"2024-02-12","28182924.57","2.82","0.00","28183149.96","0.00"
"2024-02-13","28183149.96","2.82","0.00","28183448.70","0.00"
"2024-02-14","28183448.70","2.82","0.00","28366790.85","0.00"
"2024-02-15","28182638.64","2.82","0.00","28772958.32","0.00"
"2024-02-16","28366728.60","2.84","0.00","28893436.48","0.00"
"2024-02-19","28773047.51","2.88","0.00","28848497.99","0.00"
"2024-02-20","28892773.18","2.89","0.00","28877706.21","0.00"
"2024-02-21","28848580.32","2.88","0.00","29217192.53","0.00"
"2024-02-22","28878932.13","2.89","0.00","29155516.91","0.00"
"2024-02-23","29216120.65","2.92","0.00","29272847.53","0.00"
"2024-02-26","29155561.63","2.92","0.00","29029904.63","0.00"
"2024-02-27","29273588.37","2.93","0.00","29029897.19","0.00"
"2024-02-28","29029897.19","2.90","0.00","29153027.83","0.00"
"2024-02-29","29029354.21","2.90","0.00","29112832.09","0.00"
"2024-03-01","29153797.44","2.92","0.00","29395243.40","0.00"
"2024-03-04","29113674.55","2.91","0.00","29279604.05","0.00"
"2024-03-05","29395208.32","2.94","0.00","29388650.34","0.00"
"2024-03-06","29280432.98","2.93","0.00","29049582.83","0.00"
"2024-03-07","29388379.69","2.94","0.00","28697439.38","0.00"
"2024-03-08","29048233.51","2.90","0.00","28937169.13","0.00"
"2024-03-11","28697694.79","2.87","0.00","29490428.63","0.00"
"2024-03-12","28936371.33","2.89","0.00","29351350.10","0.00"
"2024-03-13","29490711.23","2.95","0.00","29144527.90","0.00"
"2024-03-14","29351662.50","2.94","0.00","29309887.62","0.00"
"2024-03-15","29144051.59","2.91","0.00","29585147.80","0.00"
"2024-03-18","29309460.80","2.93","0.00","29949779.35","0.00"
"2024-03-19","29584240.89","2.96","0.00","29956979.31","0.00"
"2024-03-20","29949220.08","2.99","0.00","30609048.31","0.00"
"2024-03-21","29957046.46","3.00","0.00","30806046.84","0.00"
"2024-03-22","30608404.59","3.06","0.00","30752779.46","0.00"
"2024-03-25","30805436.53","3.08","0.00","30462440.01","0.00"
"2024-03-26","30753242.05","3.08","0.00","30898345.06","0.00"
"2024-03-27","30462070.01","3.05","0.00","30733305.98","0.00"
"2024-03-28","30898202.31","3.09","0.00","30686218.31","0.00"
"2024-03-29","30731953.75","3.07","0.00","30629907.21","0.00"
"2024-04-01","30686142.41","3.07","0.00","30909917.06","0.00"
"2024-04-02","30630404.04","3.06","0.00","30784881.53","0.00"
"2024-04-03","30910336.47","3.09","0.00","30783789.70","0.00"
"2024-04-04","30783789.70","3.08","0.00","30783902.34","0.00"
"2024-04-05","30783902.34","3.08","0.00","30866685.83","0.00"
"2024-04-08","30783614.63","3.08","0.00","31142734.87","0.00"
"2024-04-09","30866209.49","3.09","0.00","30912390.73","0.00"
"2024-04-10","31142229.40","3.11","0.00","30794028.65","0.00"
"2024-04-11","30912822.82","3.09","0.00","30920040.10","0.00"
"2024-04-12","30793675.29","3.08","0.00","30192825.89","0.00"
"2024-04-15","30920232.65","3.09","0.00","29109177.05","0.00"
"2024-04-16","30192527.51","3.02","0.00","29569641.77","0.00"
"2024-04-17","29109240.79","2.91","0.00","29613853.19","0.00"
"2024-04-18","29569574.39","2.96","0.00","28857386.12","0.00"
"2024-04-19","29612916.49","2.96","0.00","28371274.51","0.00"
"2024-04-22","28857771.42","2.89","0.00","28648506.04","0.00"
"2024-04-23","28372484.10","2.84","0.00","29659010.86","0.00"
"2024-04-24","28648865.12","2.86","0.00","29234166.87","0.00"
"2024-04-25","29658531.59","2.97","0.00","29663460.36","0.00"
"2024-04-26","29234350.15","2.92","0.00","30456903.70","0.00"
"2024-04-29","29663282.42","2.97","0.00","30498592.65","0.00"
"2024-04-30","30457225.71","3.05","0.00","30498383.37","0.00"
"2024-05-01","30498383.37","3.05","0.00","30047624.24","0.00"
"2024-05-02","30498507.87","3.05","0.00","30157168.71","0.00"
"2024-05-03","30047957.81","3.00","0.00","30516185.08","0.00"
"2024-05-06","30156809.22","3.02","0.00","30664640.56","0.00"
"2024-05-07","30516221.95","3.05","0.00","30759797.38","0.00"
"2024-05-08","30664265.09","3.07","0.00","30418813.06","0.00"
"2024-05-09","30759410.29","3.08","0.00","30755151.70","0.00"
"2024-05-10","30417480.22","3.04","0.00","30682312.67","0.00"
"2024-05-13","30755053.95","3.08","0.00","30794206.89","0.00"
"2024-05-14","30681829.09","3.07","0.00","30929816.05","0.00"
"2024-05-15","30794111.39","3.08","0.00","31187493.23","0.00"
"2024-05-16","30929726.83","3.09","0.00","31143700.58","0.00"
"2024-05-17","31187638.36","3.12","0.00","31333033.23","0.00"
"2024-05-20","31143622.90","3.11","0.00","31303568.15","0.00"
"2024-05-21","31333535.62","3.13","0.00","31666281.75","0.00"
"2024-05-22","31303535.19","3.13","0.00","31246170.01","0.00"
"2024-05-23","31666579.01","3.17","0.00","31233876.30","0.00"
"2024-05-24","31245865.76","3.12","0.00","31634924.83","0.00"
"2024-05-27","31234138.00","3.12","0.00","32143431.21","0.00"
"2024-05-28","31634863.16","3.16","0.00","32048824.72","0.00"
"2024-05-29","32143488.56","3.21","0.00","31703828.00","0.00"
"2024-05-30","32049382.52","3.20","0.00","31528100.43","0.00"
"2024-05-31","31704164.70","3.17","0.00","31798316.00","0.00"
"2024-06-03","31527725.29","3.15","0.00","31408407.23","0.00"
"2024-06-04","31799276.48","3.18","0.00","31246787.05","0.00"
"2024-06-05","31409008.54","3.14","0.00","31267107.33","0.00"
"2024-06-06","31247198.74","3.12","0.00","31642017.67","0.00"
"2024-06-07","31267643.06","3.13","0.00","31642230.72","0.00"
"2024-06-10","31642230.72","3.16","0.00","31430624.95","0.00"
"2024-06-11","31642208.06","3.16","0.00","31520044.52","0.00"
"2024-06-12","31429494.93","3.14","0.00","31946224.35","0.00"
"2024-06-13","31520161.00","3.15","0.00","32213212.59","0.00"
"2024-06-14","31945148.34","3.19","0.00","32417934.18","0.00"
"2024-06-17","32213413.01","3.22","0.00","32918420.39","0.00"
"2024-06-18","32418725.57","3.24","0.00","33107216.17","0.00"
"2024-06-19","32918250.62","3.29","0.00","33496564.95","0.00"
"2024-06-20","33107766.79","3.31","0.00","33534534.02","0.00"
"2024-06-21","33497369.45","3.35","0.00","33132755.67","0.00"
"2024-06-24","33533363.80","3.35","0.00","32985043.43","0.00"
"2024-06-25","33132027.07","3.31","0.00","33184305.59","0.00"
"2024-06-26","32985055.69","3.30","0.00","33015110.39","0.00"
"2024-06-27","33184493.97","3.32","0.00","33423957.94","0.00"
"2024-06-28","33015026.62","3.30","0.00","33432290.95","0.00"
"2024-07-01","33423410.40","3.34","0.00","33430619.74","0.00"
"2024-07-02","33431503.77","3.34","0.00","34176345.60","0.00"
"2024-07-03","33430085.86","3.34","0.00","34396130.48","0.00"
"2024-07-04","34176363.83","3.42","0.00","34658580.91","0.00"
"2024-07-05","34396734.76","3.44","0.00","34618411.98","0.00"
"2024-07-08","34658029.14","3.47","0.00","34460513.64","0.00"
"2024-07-09","34618704.10","3.46","0.00","34556159.18","0.00"
"2024-07-10","34458935.19","3.45","0.00","34903134.47","0.00"
"2024-07-11","34554686.41","3.46","0.00","34717774.62","0.00"
"2024-07-12","34902606.71","3.49","0.00","34468516.01","0.00"
"2024-07-15","34716763.40","3.47","0.00","34516707.53","0.00"
"2024-07-16","34469411.64","3.45","0.00","34727644.45","0.00"
"2024-07-17","34516637.10","3.45","0.00","34029963.29","0.00"
"2024-07-18","34727864.86","3.47","0.00","33634053.95","0.00"
"2024-07-19","34029065.11","3.40","0.00","32718972.92","0.00"
"2024-07-22","33634061.57","3.36","0.00","33430553.80","0.00"
"2024-07-23","32718349.34","3.27","0.00","33430421.82","0.00"
"2024-07-24","33430421.82","3.34","0.00","33431261.23","0.00"
"2024-07-25","33431261.23","3.34","0.00","32644914.47","0.00"
"2024-07-26","33430019.65","3.34","0.00","32198889.18","0.00"
"2024-07-29","32644761.88","3.26","0.00","32715203.58","0.00"
"2024-07-30","32198930.20","3.22","0.00","32533552.77","0.00"
"2024-07-31","32714867.36","3.27","0.00","33233261.35","0.00"
"2024-08-01","32532885.99","3.25","0.00","32024129.75","0.00"
"2024-08-02","33233956.08","3.32","0.00","29372453.94","0.00"
"2024-08-05","32022795.33","3.20","0.00","29393729.81","0.00"
"2024-08-06","29372044.64","2.94","0.00","30626464.72","0.00"
"2024-08-07","29393739.88","2.94","0.00","30195877.65","0.00"
"2024-08-08","30626173.38","3.06","0.00","30885948.86","0.00"
"2024-08-09","30195685.41","3.02","0.00","31485563.46","0.00"
"2024-08-12","30885909.75","3.09","0.00","31388729.77","0.00"
"2024-08-13","31486149.60","3.15","0.00","31931058.50","0.00"
"2024-08-14","31389381.25","3.14","0.00","31793399.88","0.00"
"2024-08-15","31931956.47","3.19","0.00","32267776.38","0.00"
"2024-08-16","31793133.41","3.18","0.00","32426708.28","0.00"
"2024-08-19","32269141.02","3.23","0.00","32348272.28","0.00"
"2024-08-20","32426416.80","3.24","0.00","32152011.56","0.00"
"2024-08-21","32346501.46","3.23","0.00","32141899.93","0.00"
"2024-08-22","32152333.79","3.22","0.00","32122921.91","0.00"
"2024-08-23","32140738.60","3.21","0.00","32168251.03","0.00"
"2024-08-26","32123130.19","3.21","0.00","32509861.74","0.00"
"2024-08-27","32169246.18","3.22","0.00","32446806.35","0.00"
"2024-08-28","32510352.10","3.25","0.00","32421055.95","0.00"
"2024-08-29","32447081.31","3.24","0.00","32603629.27","0.00"
"2024-08-30","32420669.45","3.24","0.00","32307014.96","0.00"
"2024-09-02","32602908.67","3.26","0.00","32012989.51","0.00"
"2024-09-03","32306868.99","3.23","0.00","30581305.80","0.00"
"2024-09-04","32012959.53","3.20","0.00","30299993.29","0.00"
"2024-09-05","30581292.40","3.06","0.00","30481339.43","0.00"
"2024-09-06","30300165.67","3.03","0.00","30122186.67","0.00"
"2024-09-09","30482312.16","3.05","0.00","29541315.48","0.00"
"2024-09-10","30121513.42","3.01","0.00","29745747.81","0.00"
"2024-09-11","29541430.85","2.95","0.00","30455031.92","0.00"
"2024-09-12","29745416.68","2.97","0.00","30772922.53","0.00"
"2024-09-13","30456025.76","3.05","0.00","30837716.73","0.00"
"2024-09-16","30773255.52","3.08","0.00","30837124.81","0.00"
"2024-09-17","30837124.81","3.08","0.00","30319388.94","0.00"
"2024-09-18","30836899.58","3.08","0.00","30887717.71","0.00"
"2024-09-19","30319016.91","3.03","0.00","31015187.19","0.00"
"2024-09-20","30887928.00","3.09","0.00","31103041.68","0.00"
"2024-09-23","31015071.69","3.10","0.00","31181592.48","0.00"
"2024-09-24","31104366.38","3.11","0.00","31619087.18","0.00"
"2024-09-25","31181653.35","3.12","0.00","31668322.03","0.00"
"2024-09-26","31619555.83","3.16","0.00","32299692.49","0.00"
"2024-09-27","31667620.89","3.17","0.00","31827102.77","0.00"
"2024-09-30","32298422.94","3.23","0.00","31988019.02","0.00"
"2024-10-01","31825932.37","3.18","0.00","31986703.50","0.00"
"2024-10-02","31986703.50","3.20","0.00","31987227.42","0.00"
"2024-10-03","31987227.42","3.20","0.00","31250235.52","0.00"
"2024-10-04","31987834.35","3.20","0.00","31834556.88","0.00"
"2024-10-07","31250644.03","3.13","0.00","31601555.10","0.00"
"2024-10-08","31835051.75","3.18","0.00","31327458.89","0.00"
"2024-10-09","31600873.71","3.16","0.00","31326832.47","0.00"
"2024-10-10","31326832.47","3.13","0.00","31352005.40","0.00"
"2024-10-11","31327037.30","3.13","0.00","31561344.60","0.00"
"2024-10-14","31352045.99","3.14","0.00","31706961.57","0.00"
"2024-10-15","31560780.89","3.16","0.00","31225842.73","0.00"
"2024-10-16","31706250.19","3.17","0.00","31648364.50","0.00"
"2024-10-17","31226621.00","3.12","0.00","31462190.61","0.00"
"2024-10-18","31647458.93","3.16","0.00","31935099.75","0.00"
"2024-10-21","31461689.81","3.15","0.00","32125217.36","0.00"
"2024-10-22","31935236.42","3.19","0.00","32008717.59","0.00"
"2024-10-23","32124064.28","3.21","0.00","31884358.58","0.00"
"2024-10-24","32008047.01","3.20","0.00","32129947.21","0.00"
"2024-10-25","31884994.47","3.19","0.00","31917868.53","0.00"
"2024-10-28","32129768.76","3.21","0.00","31628784.31","0.00"
"2024-10-29","31919268.09","3.19","0.00","31586418.60","0.00"
"2024-10-30","31629314.37","3.16","0.00","31586492.10","0.00"
"2024-10-31","31586492.10","3.16","0.00","31602985.20","0.00"
"2024-11-01","31588152.36","3.16","0.00","31318349.37","0.00"
"2024-11-04","31602447.38","3.16","0.00","31555358.00","0.00"
"2024-11-05","31318041.75","3.13","0.00","31602079.69","0.00"
"2024-11-06","31554495.55","3.16","0.00","32248514.09","0.00"
"2024-11-07","31601965.48","3.16","0.00","32185969.81","0.00"
"2024-11-08","32248564.31","3.22","0.00","31792879.56","0.00"
"2024-11-11","32186715.52","3.22","0.00","31237341.91","0.00"
"2024-11-12","31792816.39","3.18","0.00","31308895.58","0.00"
"2024-11-13","31237302.92","3.12","0.00","30938935.78","0.00"
"2024-11-14","31309013.64","3.13","0.00","30853713.10","0.00"
"2024-11-15","30938976.00","3.09","0.00","30454481.51","0.00"
"2024-11-18","30854633.91","3.09","0.00","30912207.52","0.00"
"2024-11-19","30454047.22","3.05","0.00","30780255.10","0.00"
"2024-11-20","30912224.79","3.09","0.00","31582022.24","0.00"
"2024-11-21","30780691.07","3.08","0.00","31883184.89","0.00"
"2024-11-22","31582118.89","3.16","0.00","32120539.09","0.00"
"2024-11-25","31882520.48","3.19","0.00","31953403.84","0.00"
"2024-11-26","32120680.82","3.21","0.00","31148809.37","0.00"
"2024-11-27","31952745.97","3.20","0.00","30748505.74","0.00"
